PRISM Time Series Data
Location:  Lat: 30.3980   Lon: -94.2635   Elev: 18m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2024-08
Dataset: AN91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2025-Feb-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1998-01,252.40,6.7,12.6,18.6,9.0,0.00,8.15
1998-02,129.05,5.8,12.2,18.6,7.1,0.04,10.93
1998-03,72.77,8.6,14.8,21.1,8.1,0.47,13.64
1998-04,19.36,11.1,18.1,25.0,11.6,0.20,17.59
1998-05,1.38,18.6,25.4,32.2,18.9,0.00,24.26
1998-06,35.74,23.1,29.2,35.3,22.1,0.34,30.15
1998-07,56.73,23.0,30.1,37.1,22.6,0.03,36.59
1998-08,163.14,22.7,29.2,35.6,22.3,0.17,31.74
1998-09,320.54,22.3,27.4,32.5,22.0,0.17,21.93
1998-10,269.82,16.0,21.8,27.7,16.6,0.24,16.70
1998-11,262.05,12.2,17.1,22.0,13.0,0.23,9.72
1998-12,205.73,6.8,12.3,17.8,8.3,0.09,9.04
1999-01,120.65,6.3,13.0,19.6,8.4,0.15,10.59
1999-02,35.12,8.7,15.3,21.9,9.3,0.04,13.26
1999-03,93.44,9.4,16.0,22.7,10.2,0.21,13.95
1999-04,95.89,15.5,21.8,28.0,15.5,0.39,19.54
1999-05,140.15,17.4,23.6,29.9,17.7,0.18,20.35
1999-06,167.98,21.9,26.9,31.9,21.6,0.18,20.12
1999-07,87.73,22.5,27.7,33.0,22.5,0.00,21.88
1999-08,33.95,22.8,29.8,36.8,21.8,0.44,36.65
1999-09,70.00,17.3,24.9,32.6,17.0,0.26,29.17
1999-10,86.16,11.6,19.5,27.4,12.8,0.01,21.13
1999-11,32.37,6.9,15.5,24.1,9.3,0.00,17.21
1999-12,116.49,3.1,10.9,18.7,5.3,0.07,11.36
2000-01,39.26,5.7,12.4,19.0,5.9,0.41,12.15
2000-02,28.62,8.2,15.3,22.3,9.1,0.29,14.56
2000-03,38.94,11.9,18.6,25.3,13.0,0.20,16.52
2000-04,140.82,12.1,19.1,26.0,13.2,0.20,17.10
2000-05,219.89,20.0,25.2,30.4,19.8,0.65,18.82
2000-06,85.63,21.5,27.1,32.8,21.3,0.21,24.83
2000-07,27.14,21.9,29.1,36.3,21.4,0.29,35.71
2000-08,48.67,21.4,29.0,36.7,21.0,0.04,38.36
2000-09,92.10,18.9,26.0,33.2,18.0,0.91,30.17
2000-10,32.39,14.4,20.8,27.2,14.5,0.34,19.31
2000-11,322.25,7.9,13.8,19.6,9.5,0.06,9.59
2000-12,67.72,1.8,7.8,13.8,2.7,0.38,7.47
2001-01,147.83,2.5,8.2,13.9,3.7,0.19,7.76
2001-02,36.68,8.3,14.3,20.4,9.2,0.42,11.25
2001-03,180.79,7.0,13.2,19.4,7.7,0.40,11.48
2001-04,23.89,16.0,21.8,27.5,16.1,0.46,18.21
2001-05,34.94,17.8,24.4,31.1,17.8,0.19,23.75
2001-06,331.88,20.4,26.0,31.6,20.6,0.05,21.89
2001-07,70.64,22.8,28.5,34.2,22.4,0.24,26.21
2001-08,165.66,22.4,28.3,34.3,22.5,0.16,28.05
2001-09,169.84,19.3,24.7,30.1,19.8,0.27,18.68
2001-10,188.61,11.5,18.4,25.3,13.3,0.19,15.63
2001-11,229.08,10.1,16.7,23.4,12.0,0.16,14.39
2001-12,230.19,6.2,12.5,18.8,8.2,0.18,9.33
2002-01,41.20,4.8,11.3,17.8,6.2,0.25,10.22
2002-02,67.89,2.4,9.9,17.3,3.5,0.34,11.75
2002-03,57.15,8.7,15.4,22.0,9.7,0.46,13.13
2002-04,70.10,16.5,21.9,27.4,17.0,0.30,16.91
2002-05,44.84,18.2,24.0,29.9,18.6,0.21,20.50
2002-06,133.78,20.6,26.6,32.7,21.0,0.17,24.92
2002-07,197.41,22.6,28.1,33.7,22.9,0.00,24.52
2002-08,178.26,22.5,28.1,33.7,22.6,0.01,24.39
2002-09,156.22,20.8,25.8,30.8,21.3,0.36,19.00
2002-10,333.79,16.7,20.9,25.1,17.9,0.13,10.51
2002-11,153.55,6.8,13.2,19.5,8.7,0.25,11.18
2002-12,277.59,4.3,10.5,16.7,7.7,0.00,7.46
2003-01,33.58,1.9,8.2,14.5,3.0,0.28,8.40
2003-02,186.73,5.5,10.8,16.1,7.3,0.07,7.63
2003-03,57.89,9.4,15.2,21.0,10.5,0.29,11.89
2003-04,30.65,13.7,20.1,26.5,13.6,0.42,18.44
2003-05,7.46,19.4,25.3,31.1,18.8,0.83,22.37
2003-06,208.52,21.3,27.1,32.9,21.3,0.46,23.73
2003-07,126.48,22.5,27.7,32.9,22.7,0.44,22.08
2003-08,196.95,22.6,28.4,34.1,22.1,0.48,27.31
2003-09,199.71,18.9,24.3,29.7,19.6,0.45,18.12
2003-10,124.74,13.7,20.2,26.8,15.1,0.36,17.41
2003-11,334.85,11.0,17.2,23.5,12.3,0.34,13.38
2003-12,111.98,3.1,10.3,17.4,5.1,0.26,10.27
2004-01,199.20,5.6,11.0,16.4,7.0,0.28,7.42
2004-02,202.23,4.6,10.1,15.6,6.0,0.16,8.01
2004-03,45.47,12.2,18.2,24.3,12.3,0.35,15.58
2004-04,120.29,13.5,19.6,25.7,14.1,0.31,16.96
2004-05,219.67,18.6,24.0,29.4,19.2,0.26,18.09
2004-06,346.58,21.9,26.8,31.6,22.7,0.21,18.27
2004-07,82.02,22.6,28.3,34.0,23.1,0.42,25.37
2004-08,80.94,21.1,27.6,34.1,21.2,0.77,28.91
2004-09,94.12,19.8,26.3,32.7,19.2,1.12,28.57
2004-10,121.72,18.9,23.8,28.7,19.6,0.60,15.52
2004-11,324.33,11.1,16.1,21.1,12.9,0.45,8.85
2004-12,139.08,4.0,10.0,16.0,5.2,0.47,8.81
2005-01,65.02,6.9,12.4,17.9,7.6,0.28,8.75
2005-02,205.08,8.9,13.4,17.9,8.6,0.57,8.82
2005-03,36.39,8.6,15.1,21.6,8.2,0.68,15.00
2005-04,44.86,12.1,19.0,26.0,11.8,0.58,19.45
2005-05,87.10,16.7,23.2,29.8,15.4,0.92,25.03
2005-06,33.68,21.5,27.9,34.3,20.2,0.98,30.57
2005-07,120.38,22.9,28.5,34.1,22.2,0.72,26.79
2005-08,101.02,22.7,28.8,35.0,22.0,0.76,29.76
2005-09,241.70,21.7,28.0,34.4,20.0,1.16,31.90
2005-10,23.08,12.9,20.3,27.7,12.1,0.94,22.35
2005-11,136.92,10.4,17.1,23.8,9.8,0.56,16.35
2005-12,136.42,3.2,10.2,17.2,3.6,0.44,11.58
2006-01,76.45,6.3,13.4,20.4,6.2,0.69,14.04
2006-02,71.31,4.3,11.1,18.0,4.7,0.41,11.51
2006-03,47.82,11.6,17.8,24.0,10.0,1.21,16.99
2006-04,121.89,16.2,22.5,28.8,15.8,0.79,21.01
2006-05,138.22,17.6,23.9,30.1,16.9,0.83,23.05
2006-06,158.91,20.4,26.7,33.1,18.9,1.19,29.07
2006-07,341.37,22.9,27.9,33.0,21.8,0.95,23.86
2006-08,93.92,23.1,28.9,34.7,22.0,0.81,28.67
2006-09,119.55,18.0,24.6,31.2,17.4,0.99,25.35
2006-10,760.34,14.4,20.7,27.1,14.5,0.66,18.49
2006-11,55.60,8.6,15.6,22.6,9.5,0.59,14.07
2006-12,240.14,5.3,11.5,17.7,5.8,0.33,9.83
2007-01,148.64,4.2,9.4,14.6,4.8,0.21,7.77
2007-02,137.15,4.3,10.8,17.3,4.9,0.28,11.80
2007-03,88.33,11.9,18.3,24.8,11.1,0.50,17.21
2007-04,191.34,11.9,18.1,24.4,11.6,0.56,16.58
2007-05,132.72,18.1,23.8,29.5,17.5,0.71,20.77
2007-06,138.20,21.6,27.0,32.5,21.3,0.63,22.98
2007-07,222.07,22.5,27.1,31.6,21.9,1.03,20.04
2007-08,67.39,23.3,28.9,34.6,22.7,0.64,28.09
2007-09,108.69,20.4,26.3,32.2,20.6,0.30,23.48
2007-10,74.00,14.4,21.5,28.6,14.7,0.42,21.14
2007-11,142.21,10.2,16.4,22.5,10.9,0.35,13.63
2007-12,87.95,6.5,13.5,20.5,8.4,0.20,11.94
2008-01,152.59,3.7,9.8,15.9,4.0,0.40,9.44
2008-02,119.15,6.1,13.6,21.1,7.7,0.39,12.72
2008-03,72.38,9.5,16.4,23.3,9.8,0.51,16.00
2008-04,87.92,13.6,20.0,26.4,13.4,0.64,17.88
2008-05,135.87,18.3,24.1,29.8,18.2,0.55,20.82
2008-06,101.29,22.1,27.8,33.5,21.4,0.62,25.71
2008-07,48.89,21.8,28.2,34.6,21.3,0.16,30.56
2008-08,128.28,22.6,28.0,33.4,22.2,0.26,24.81
2008-09,195.29,18.8,24.8,30.8,18.7,0.53,22.59
2008-10,134.32,12.1,19.7,27.2,12.9,0.27,20.87
2008-11,152.54,8.2,15.5,22.8,9.5,0.36,14.90
2008-12,100.50,5.1,11.4,17.7,6.7,0.39,8.31
2009-01,15.56,3.5,10.9,18.3,4.5,0.29,11.48
2009-02,74.21,7.5,14.5,21.4,7.6,0.56,13.74
2009-03,201.52,9.5,16.1,22.7,9.8,0.38,14.91
2009-04,227.51,12.3,18.9,25.5,12.1,0.50,18.42
2009-05,60.60,18.8,24.3,29.8,18.1,0.51,20.41
2009-06,24.99,21.3,27.9,34.5,20.3,0.41,32.28
2009-07,241.22,23.1,29.5,35.9,21.9,0.69,34.81
2009-08,86.61,22.7,28.5,34.3,21.9,0.66,28.19
2009-09,117.97,20.2,25.3,30.4,19.8,0.64,19.64
2009-10,254.58,14.5,20.3,26.1,16.2,0.31,13.43
2009-11,35.80,8.6,15.4,22.2,10.1,0.16,13.71
2009-12,161.43,3.7,8.8,13.8,4.4,0.22,6.41
2010-01,176.55,1.8,8.3,14.9,2.7,0.25,9.36
2010-02,132.43,2.0,7.9,13.7,2.3,0.23,8.04
2010-03,67.87,6.3,13.5,20.8,6.4,0.29,15.07
2010-04,11.72,13.1,19.9,26.8,12.9,0.42,20.81
2010-05,44.23,19.1,25.4,31.8,18.0,0.80,26.76
2010-06,85.54,22.9,28.7,34.6,22.1,0.59,28.63
2010-07,149.02,23.3,28.6,33.8,22.9,0.37,24.56
2010-08,61.50,23.8,30.0,36.2,22.4,0.98,33.38
2010-09,90.28,21.0,27.0,32.9,20.2,0.72,26.80
2010-10,61.75,12.4,21.0,29.5,11.1,0.99,28.23
2010-11,118.42,8.8,15.3,21.8,10.4,0.32,12.63
2010-12,68.31,3.7,10.5,17.2,4.4,0.50,10.40
2011-01,117.60,2.6,9.0,15.3,2.5,0.54,9.46
2011-02,50.69,5.2,11.7,18.2,6.1,0.40,10.96
2011-03,36.64,11.2,17.9,24.6,10.8,0.69,17.83
2011-04,48.20,14.7,21.8,29.0,13.9,1.23,24.25
2011-05,9.72,17.3,24.0,30.7,16.0,1.47,26.24
2011-06,73.39,22.1,29.3,36.5,19.9,1.48,40.23
2011-07,123.22,23.4,29.7,35.9,21.5,1.34,35.21
2011-08,25.19,23.5,31.1,38.6,20.9,1.56,47.05
2011-09,92.09,18.2,25.7,33.2,17.1,0.94,33.40
2011-10,48.90,11.5,19.9,28.4,11.0,0.44,26.47
2011-11,132.90,8.7,15.9,23.1,9.7,0.41,14.78
2011-12,186.91,5.1,11.1,17.1,6.2,0.33,9.29
2012-01,160.37,6.7,13.5,20.3,7.2,0.50,12.28
2012-02,207.25,8.9,13.8,18.7,8.7,0.59,9.16
2012-03,187.65,14.1,20.0,25.8,13.8,0.58,17.29
2012-04,75.47,15.2,21.6,27.9,14.7,0.54,19.88
2012-05,39.29,18.7,24.9,31.0,17.9,0.59,25.10
2012-06,160.25,21.4,27.7,34.0,20.0,1.02,30.41
2012-07,316.83,22.7,27.8,32.9,21.8,0.85,24.02
2012-08,101.85,23.2,28.8,34.4,21.5,1.46,29.58
2012-09,91.32,19.5,26.0,32.5,19.1,0.64,27.50
2012-10,16.78,12.8,20.1,27.3,13.4,0.42,20.66
2012-11,6.08,6.7,15.3,23.9,8.1,0.33,19.04
2012-12,125.39,6.8,13.6,20.3,7.9,0.41,12.26
2013-01,180.37,5.9,11.5,17.2,7.3,0.32,8.88
2013-02,64.38,6.7,13.4,20.2,6.4,0.61,13.34
2013-03,12.27,6.6,14.4,22.3,5.5,0.82,17.80
2013-04,143.38,11.9,18.4,24.9,12.2,0.64,16.21
2013-05,130.62,16.8,22.7,28.6,16.2,0.82,19.73
2013-06,106.68,21.6,27.8,33.9,21.2,0.72,27.69
2013-07,123.93,21.9,27.8,33.8,20.6,0.97,28.84
2013-08,64.42,22.4,28.9,35.3,21.0,1.19,34.09
2013-09,199.25,21.0,27.4,33.7,19.9,1.14,30.68
2013-10,189.75,14.8,21.0,27.2,15.7,0.50,16.81
2013-11,149.96,7.5,13.6,19.8,7.8,0.70,11.36
2013-12,36.71,4.5,10.3,16.0,5.6,0.34,8.30
2014-01,28.85,-0.2,7.4,15.1,0.3,0.42,10.97
2014-02,118.37,5.7,11.4,17.0,6.5,0.32,8.99
2014-03,88.74,7.4,13.7,20.1,8.4,0.40,11.86
2014-04,69.13,13.1,19.5,25.9,12.8,0.67,18.33
2014-05,121.40,16.0,22.2,28.5,15.5,0.52,20.85
2014-06,184.40,21.7,26.8,32.0,21.3,0.55,21.40
2014-07,128.17,21.9,27.6,33.2,21.5,0.75,24.99
2014-08,100.22,22.6,28.3,34.1,21.7,0.89,27.68
2014-09,124.49,20.8,26.1,31.3,20.4,0.79,20.82
2014-10,78.33,14.3,21.4,28.6,15.2,0.41,20.66
2014-11,124.77,5.7,12.6,19.6,6.3,0.53,12.52
2014-12,133.99,7.2,12.7,18.2,9.1,0.19,7.88
2015-01,135.45,2.6,8.6,14.7,2.7,0.32,9.49
2015-02,41.68,3.5,10.1,16.7,4.6,0.35,10.12
2015-03,262.62,10.1,15.7,21.4,11.1,0.27,11.59
2015-04,210.38,16.2,21.6,26.9,16.6,0.43,15.32
2015-05,257.21,19.2,24.2,29.3,19.2,0.52,16.98
2015-06,234.64,22.2,27.4,32.7,21.4,0.69,23.24
2015-07,49.79,23.2,29.2,35.2,22.5,0.33,30.16
2015-08,164.86,21.8,28.6,35.4,20.8,0.69,34.29
2015-09,135.19,19.9,26.2,32.5,19.6,0.48,26.52
2015-10,358.76,14.7,21.7,28.8,14.1,0.96,23.33
2015-11,262.91,11.7,17.4,23.1,12.6,0.38,11.47
2015-12,167.09,9.0,15.0,21.0,10.3,0.33,10.68
2016-01,144.77,3.4,10.0,16.7,4.2,0.35,10.17
2016-02,34.50,6.2,13.9,21.6,5.4,0.54,16.62
2016-03,237.50,11.6,18.3,25.0,12.1,0.40,16.87
2016-04,316.02,14.4,20.6,26.9,14.4,0.48,18.17
2016-05,185.45,18.2,23.5,28.8,17.9,0.54,18.19
2016-06,280.83,22.2,27.4,32.6,21.8,0.35,23.14
2016-07,82.00,23.8,29.5,35.2,22.7,0.75,30.33
2016-08,240.11,23.4,28.6,33.8,22.7,0.63,25.41
2016-09,75.27,21.7,27.4,33.1,21.3,0.65,24.72
2016-10,6.64,15.1,22.4,29.7,15.7,0.45,23.53
2016-11,99.63,11.3,18.1,25.0,12.1,0.54,16.85
2016-12,172.03,8.2,13.5,18.8,8.2,0.57,9.42
2017-01,159.20,8.9,14.4,20.0,8.5,0.61,11.59
2017-02,45.50,10.9,17.5,24.1,11.1,0.61,15.82
2017-03,94.37,13.1,19.0,24.9,12.7,0.63,16.46
2017-04,174.18,14.4,20.8,27.2,15.1,0.45,17.90
2017-05,218.74,16.7,22.6,28.6,16.4,0.65,19.44
2017-06,235.22,21.8,26.4,30.9,21.4,0.47,18.04
2017-07,103.12,23.1,28.5,33.8,22.7,0.40,24.38
2017-08,928.32,23.2,27.4,31.6,22.6,0.64,19.05
2017-09,39.13,19.4,25.4,31.4,19.2,0.55,23.77
2017-10,17.37,13.9,20.9,28.0,13.6,0.65,20.81
2017-11,47.75,11.4,17.7,23.9,11.6,0.41,14.39
2017-12,63.82,5.0,11.0,17.0,6.3,0.24,9.40
2018-01,127.30,1.1,7.5,14.0,0.7,0.41,8.77
2018-02,274.50,10.7,15.6,20.6,12.3,0.37,8.59
2018-03,134.04,11.5,18.2,24.8,10.8,0.67,17.70
2018-04,138.39,10.6,17.8,25.0,11.3,0.49,17.97
2018-05,44.77,19.0,25.5,32.0,18.6,0.40,26.51
2018-06,198.74,22.6,28.2,33.7,21.9,0.43,26.20
2018-07,66.34,22.9,28.6,34.3,21.9,0.79,28.71
2018-08,77.87,22.5,28.1,33.8,21.7,0.54,27.11
2018-09,309.33,22.4,26.5,30.7,22.2,0.35,16.55
2018-10,117.93,16.4,21.4,26.5,17.1,0.28,14.41
2018-11,241.34,7.2,13.0,18.8,8.8,0.15,9.51
2018-12,241.75,6.2,11.8,17.4,7.3,0.15,8.86
2019-01,166.05,3.6,10.0,16.4,5.0,0.24,9.01
2019-02,80.88,9.3,14.4,19.5,9.9,0.39,9.10
2019-03,17.60,9.4,15.4,21.4,8.4,0.60,12.92
2019-04,117.06,12.6,18.7,24.8,13.8,0.24,15.34
2019-05,235.60,19.9,24.8,29.7,20.2,0.54,18.16
2019-06,290.38,21.3,26.7,32.2,21.6,0.58,21.88
2019-07,183.89,22.5,27.8,33.1,22.7,0.36,23.18
2019-08,116.29,23.6,28.9,34.3,23.8,0.34,25.09
2019-09,254.57,22.0,27.5,33.1,21.9,0.55,25.37
2019-10,318.50,15.0,21.1,27.1,16.7,0.29,15.66
2019-11,36.22,6.9,13.3,19.8,8.4,0.71,11.50
2019-12,69.83,5.8,12.6,19.5,8.0,0.30,10.96
2020-01,140.77,7.0,12.7,18.4,8.7,0.25,8.56
2020-02,49.54,6.2,12.4,18.5,7.9,0.23,9.87
2020-03,72.97,15.5,20.6,25.6,15.6,0.66,15.06
2020-04,159.80,13.5,19.8,26.0,14.8,0.46,16.80
2020-05,148.77,17.6,23.5,29.4,17.9,0.62,19.98
2020-06,83.07,21.5,26.9,32.3,20.7,0.86,24.56
2020-07,133.49,23.6,28.5,33.3,23.8,0.39,21.46
2020-08,79.67,22.3,28.5,34.6,22.5,0.59,27.89
2020-09,190.40,21.1,25.9,30.8,21.0,0.69,19.81
2020-10,97.87,14.3,20.6,26.8,16.1,0.29,15.95
2020-11,98.90,10.0,17.3,24.5,12.0,0.22,16.15
2020-12,156.17,4.2,11.0,17.8,6.7,0.17,10.12
2021-01,140.83,4.9,11.2,17.6,6.6,0.28,10.12
2021-02,61.00,3.5,9.6,15.7,5.4,0.24,9.89
2021-03,46.10,10.5,17.3,24.0,12.4,0.61,15.58
2021-04,94.41,11.9,18.7,25.5,13.4,0.84,17.34
2021-05,273.79,17.9,23.2,28.5,19.3,0.82,16.12
2021-06,188.58,22.2,27.5,32.8,23.1,1.10,22.16
2021-07,230.29,22.6,27.8,33.1,23.7,0.95,22.07
2021-08,77.00,22.7,28.5,34.2,23.6,0.90,26.40
2021-09,164.02,18.7,25.3,31.9,20.3,0.77,25.03
2021-10,153.34,16.0,22.5,29.0,17.3,0.27,20.51
2021-11,77.96,7.1,14.5,21.9,10.4,0.17,13.30
2021-12,80.96,12.5,17.9,23.2,14.9,0.22,11.05
2022-01,153.01,2.0,9.7,17.4,4.2,0.37,11.54
2022-02,57.13,3.0,10.3,17.7,5.6,0.21,11.49
2022-03,135.75,7.0,15.0,22.9,8.8,0.32,17.77
2022-04,42.38,14.0,20.8,27.7,14.9,0.66,19.95
2022-05,144.80,19.7,25.9,32.2,20.8,0.49,24.43
2022-06,25.93,22.5,29.1,35.7,22.4,1.01,33.09
2022-07,141.78,23.3,29.4,35.4,23.5,0.79,31.02
2022-08,278.55,23.0,28.4,33.8,23.5,0.44,25.24
2022-09,63.99,18.9,25.9,33.0,19.9,0.52,27.96
2022-10,95.63,11.3,19.9,28.4,12.8,0.46,25.82
2022-11,167.70,9.0,14.9,20.7,11.6,0.19,10.98
2022-12,165.77,7.2,13.1,19.0,8.9,0.27,9.79
2023-01,253.44,7.6,13.9,20.2,10.0,0.23,11.39
2023-02,44.09,9.2,15.4,21.6,11.1,0.26,13.32
2023-03,22.63,12.2,18.5,24.8,13.1,0.63,16.56
2023-04,126.94,13.3,19.4,25.5,14.9,0.35,15.68
2023-05,123.55,18.1,24.3,30.5,19.4,0.28,21.72
2023-06,97.34,22.4,28.6,34.9,23.2,0.57,28.30
2023-07,42.48,23.6,30.4,37.2,23.7,0.67,37.33
2023-08,36.44,23.7,32.0,40.3,22.2,1.27,52.57
2023-09,81.80,20.4,27.9,35.4,20.6,0.72,36.31
2023-10,31.60,14.5,21.6,28.6,15.9,0.39,22.90
2023-11,56.57,8.3,14.5,20.8,10.4,0.26,12.59
2023-12,125.13,5.2,12.3,19.4,7.6,0.30,11.58
2024-01,229.96,1.8,8.8,15.8,4.6,0.26,8.68
2024-02,84.78,8.1,15.2,22.2,9.8,0.53,14.93
2024-03,116.79,10.8,17.2,23.5,12.6,0.47,14.54
2024-04,332.37,15.4,21.2,26.9,16.5,0.69,16.46
2024-05,425.57,20.4,25.4,30.4,21.7,0.25,17.79
2024-06,179.58,22.2,27.9,33.6,23.0,0.81,24.32
2024-07,270.38,23.2,27.9,32.7,23.9,0.74,20.84
2024-08,37.54,23.3,29.3,35.3,23.6,1.00,29.60
